boot_t
2329.799980343407
2854.267532353202
2492.8851605971286
3094.8559085534653
2266.878642982192
2933.5668669492443
2534.7634384562552
2213.2991591442697
2384.6839685942978
2619.937953522458
2278.685875153009
2602.0847686511115
2405.526584941341
2804.8393053729233
2171.091350517774
2286.1493454592273
2856.595784771722
2337.9017159624636
2287.8037296071125
2597.362786393409
2632.7217022404802
2342.4289742714464
3168.9999562150624
2556.2701330695563
2752.6179956467968
2329.2739282408875
2494.3516666944925
1885.7289531460847
2565.9328074685036
2595.8955790484906
2552.8476381757646
2327.7401634367416
2507.9409168550774
2269.026424122785
2172.9566231726494
2288.1610599389824
2009.2439192700112
2412.144882508859
2268.833171972161
2431.2120130339026
2716.543581084028
2154.6686608114396
2601.608765357785
3059.743190161331
2245.9624708221527
2389.799246932831
2376.810975544664
2358.4233399876975
2370.044699364953
1703.9486007775267
2404.042520469855
2388.191567364629
2465.2708475491963
2297.8678156141978
2619.6775445305393
2149.590962135815
2978.919212680179
2499.2456810473377
2698.8774785432906
2691.291916090966
2477.4385783178586
2110.109431463905
2193.2414316767245
2502.519299939362
2607.9509884043073
2516.4506821772084
2634.5332015140593
2109.2015223342314
1815.199763405195
2533.168335689872
2454.079931122891
2818.5971586083906
2533.992812329816
2330.0672035118187
2364.2278354261216
2537.4225029378576
1939.7932401242724
2539.9547825737827
2184.400157937038
2163.5892805909098
2449.930974591596
2904.1440020272858
2318.838834000868
2322.0420666595746
2283.1213010781794
2721.531432308984
2479.4442539372976
2573.314362066507
2524.3121633778064
2730.120513607966
2616.8506456330215
2942.2286063964275
2581.511217040068
2358.80682261294
2433.9939347892214
2564.702058293333
2234.727857427817
2982.69053952198
2151.0126743818983
2032.6549251981633
2340.3210321703373
2311.1426608609327
2532.9219462558685
2585.4991369975905
2330.773419874313
2475.8586642803275
2814.864244730168
2363.1850602676423
2657.119981086027
2973.403879956284
2188.6628569381282
2468.71382509837
1634.946513821822
2278.3440590924
2155.6332903708826
2297.529938704247
2617.3901667663013
2297.7141669963894
2384.7024101026764
2704.537034936686
2612.585811269266
2383.8855189442693
2888.4270647597587
2796.231247389078
2323.9654677733633
2486.7932574839506
2613.3267064761603
2918.798236819479
2958.468579497945
2700.5276151322178
2616.4895553091337
2131.322067208166
2218.549119854084
2050.5198749947886
2280.845555340915
2663.2460726519494
2287.411294266407
2743.614874971332
2428.4163658290927
2383.844495051395
3221.8444940239715
2363.573693708371
2301.2542676635057
2001.5582053771068
2174.8252220981085
2541.027152241688
2598.7577147927514
2393.9875189814775
2625.0105348328652
2916.7106870562857
2532.3124650560203
2804.3564409067476
2690.326202960685
2488.9942215008778
2613.571368633129
2465.9094015375304
3011.2568989620486
2211.606805917734
2564.27458763709
