Fixed_effect,Coefficient,Std_error,Lower_95_CI,Upper_95_CI,p_value,Signif
addi_1730,-0.038288146193669936,0.06907750497284273,-0.18245504082433248,0.0883821350650255,0.5793885556910847,
addi_1740,-0.04703708906842041,0.05183705470313545,-0.15749703135794535,0.04487531263128328,0.3641938243276072,
addi_1750,-0.05578603194317089,0.037165453586111445,-0.13614324341041062,0.007062456156010418,0.1333507867634773,
addi_1760,-0.06453497481792114,0.02922796252169744,-0.12577487685300018,-0.01572777704683816,0.027245147118238403,*
addi_1770,-0.07328391769267162,0.033257913329325074,-0.1419340534166262,-0.017180307736095527,0.027559303274323908,*
addi_1780,-0.0820328605674221,0.04622462501540545,-0.17377844236562623,8.497379339142011e-4,0.07595451719651658,.
addi_1790,-0.09078180344217235,0.06281843097015079,-0.21428854165057348,0.02373131527684209,0.14841688408235304,
addi_1800,-0.09953074631692282,0.0808356773598833,-0.26141799325789306,0.05229594984131966,0.21822096464785262,
affett_1730,-0.060994347525629156,0.05250600283377187,-0.1694071668563363,0.029050491898411846,0.24537186398676553,
affett_1740,-0.0793018529563736,0.04015282306215087,-0.16321780671989164,-0.008232421197680091,0.04826807054525919,*
affett_1750,-0.0976093583871176,0.030612379110609326,-0.16068770826733714,-0.04518246546599158,0.0014298412729319998,**
affett_1760,-0.11591686381786204,0.027045997826552533,-0.17101296940683072,-0.06848905391554268,1.8198808165087316e-5,***
affett_1770,-0.13422436924860603,0.031549230271546054,-0.19966930132461547,-0.07522855319066343,2.0957100322632095e-5,***
affett_1780,-0.15253187467935048,0.04157789739382129,-0.23763671095786965,-0.07778435755466195,2.4390064617207076e-4,***
affett_1790,-0.17083938011009447,0.05414414891127354,-0.2799552572496667,-0.06261455222776156,0.0016034992900686635,**
affett_1800,-0.18914688554083892,0.06785245654824985,-0.32388307057986754,-0.056669187354309786,0.0053096735554743245,**
allor_1730,-0.06271202619741167,0.04818699330937818,-0.15626872011951146,0.025291984136241088,0.19311111524642935,
allor_1740,-0.049162301837797795,0.03811362783740491,-0.1259187324565956,0.02175874496487364,0.19708963296507875,
allor_1750,-0.03561257747818436,0.031183639504970252,-0.09906087909490771,0.024828812921741595,0.25344254088389817,
allor_1760,-0.02206285311857048,0.029686673133600915,-0.08216121798728133,0.0351262579268455,0.4573663608718176,
allor_1770,-0.008513128758957045,0.03434073665232253,-0.08070245677519305,0.0544761262846661,0.804210424812012,
allor_1780,0.005036595600656835,0.04320164660084915,-0.08551034826775224,0.08604552740819775,0.9071901790541625,
allor_1790,0.01858631996027027,0.05424561537435757,-0.08943844419921701,0.12200748542054132,0.7318748220789919,
allor_1800,0.032136044319883705,0.06639201570052233,-0.10040719206602874,0.15558599571786078,0.6283611903274766,
almen_1730,-0.35959795363158875,0.058761141934222036,-0.45601814178013167,-0.22970576366713635,9.377779511798729e-10,***
almen_1740,-0.32052978527135156,0.043421324860769404,-0.386378654826343,-0.22218677444918986,1.5610289639742842e-13,***
almen_1750,-0.2814616169111144,0.0317331201850901,-0.33232066306717356,-0.21065709136993357,7.337724953164246e-19,***
almen_1760,-0.2423934485508772,0.0285938838471532,-0.2921275650496521,-0.18352910436086198,2.308601370467565e-17,***
almen_1770,-0.20332528019064,0.036294204537554206,-0.27152630584663046,-0.13040890915957193,2.117192439780335e-8,***
almen_1780,-0.1642571118304028,0.05005964627651064,-0.2619414420781576,-0.06367651416903482,0.0010335616754782932,**
almen_1790,-0.12518894347016563,0.06620956804277703,-0.25450715983430394,-4.4732502597541166e-5,0.058651264589100915,.
almen_1800,-0.08612077510992844,0.0833695713570551,-0.25062795075118727,0.06650260347361305,0.30160385432386033,
amor_1730,-0.09978451694761499,0.021310457905570936,-0.14279314948066985,-0.05809119454428653,2.835076744133243e-6,***
amor_1740,-0.0999998372098828,0.016234412771382777,-0.13245829746959106,-0.06921788760811384,7.286233552757261e-10,***
amor_1750,-0.10021515747215061,0.012546244192115507,-0.12533422353840817,-0.07571041437488522,1.3752192311692142e-15,***
amor_1760,-0.10043047773441843,0.0116486854208867,-0.12406208659509646,-0.0790312499579722,6.601649959769766e-18,***
amor_1770,-0.10064579799668624,0.014085703537679432,-0.1271726243361139,-0.07491518458231361,8.983573630077777e-13,***
amor_1780,-0.10086111825895405,0.01858907635354811,-0.13615656380799146,-0.06552803324888885,5.76867106656462e-8,***
amor_1790,-0.10107643852122186,0.024023572145181048,-0.14759254584231046,-0.05417922159807388,2.583417771706245e-5,***
amor_1800,-0.10129175878348967,0.029885478429522015,-0.15909813529861014,-0.043141189836996476,7.006355011344212e-4,***
ancor_1730,-0.13276389150893791,0.03203170706994797,-0.18656135415512082,-0.06448043581047452,3.401626915097375e-5,***
ancor_1740,-0.13029228040157126,0.025082006650419868,-0.1695299558609268,-0.07350745230222966,2.0510382456859573e-7,***
ancor_1750,-0.12782066929420466,0.019847249348597294,-0.15594627453480986,-0.0805746125190709,1.1929977279046006e-10,***
ancor_1760,-0.125349058186838,0.017901089494665463,-0.15017743907089945,-0.0812770719915373,2.517681547941861e-12,***
ancor_1770,-0.1228774470794714,0.02021668006334337,-0.1482151482276039,-0.07107078461601689,1.2167328145235372e-9,***
ancor_1780,-0.12040583597210475,0.02566532192995223,-0.15508661285858524,-0.05483212584743853,2.7136542120938588e-6,***
ancor_1790,-0.11793422486473815,0.03271746927941592,-0.16542086801923775,-0.03553271718489316,3.1260333583709143e-4,***
ancor_1800,-0.11546261375737149,0.040544867636088056,-0.17872130183407497,-0.015473345353134816,0.004402619795755082,**
barbar_1730,-0.13400813790468047,0.04828396259435716,-0.2239414340865038,-0.036578980670690764,0.005513094379396398,**
barbar_1740,-0.12974065677320656,0.03716800881484424,-0.19616739392397595,-0.053263676597508886,4.8183991720350414e-4,***
barbar_1750,-0.12547317564173266,0.028058657523366382,-0.17662595419058585,-0.06628047174661113,7.755786315538729e-6,***
barbar_1760,-0.12120569451025875,0.023426975734673054,-0.16295607243318067,-0.07254056922881613,2.2942190925243878e-7,***
barbar_1770,-0.11693821337878485,0.025808248089293554,-0.1641862793915689,-0.06162806488454597,5.86939264564033e-6,***
barbar_1780,-0.11267073224731095,0.03374930657228764,-0.17357594964193904,-0.04057855406446862,8.424395882216529e-4,***
barbar_1790,-0.10840325111583704,0.04435846329719009,-0.19101665269071175,-0.018502190223910094,0.014533445838530471,*
barbar_1800,-0.10413576998436314,0.05614301724499879,-0.20912259248531356,0.007711582557957304,0.06362046252336323,.
bel_1730,-0.13166263852267512,0.04160889625065933,-0.19800534816725693,-0.03449739918837168,0.0015546149590596752,**
bel_1740,-0.1743011492876807,0.032083326798761636,-0.22447877806318628,-0.10011701818329594,5.5487710175133525e-8,***
bel_1750,-0.2169396600526854,0.026406662540724813,-0.256789710147593,-0.15600316694969585,2.115673670741676e-16,***
bel_1760,-0.25957817081769097,0.027114869562453778,-0.3045953999242191,-0.1979163495824161,1.0356925082736472e-21,***
bel_1770,-0.30221668158269654,0.03380906436184868,-0.35997794161650704,-0.2295029897352147,3.9297538838977514e-19,***
bel_1780,-0.3448551923477021,0.04382718187887457,-0.42130174769905115,-0.25350949911632664,3.5885234624142184e-15,***
bel_1790,-0.3874937031127077,0.05539425301102866,-0.491594068528717,-0.2748092669664832,2.6488678220820955e-12,***
bel_1800,-0.4301322138777133,0.06772117112573689,-0.5576096643322883,-0.294445503893296,2.1320094353941824e-10,***
bell_1730,-0.12725921614068447,0.0426126635393331,-0.20503872653935917,-0.03978226542839521,0.002822667280691787,**
bell_1740,-0.10973580460713395,0.030818120775092293,-0.1642332838426798,-0.045001330342490875,3.6978876602010945e-4,***
bell_1750,-0.09221239307358298,0.022916082621104967,-0.13531065187224675,-0.047257780386248484,5.723832334433581e-5,***
bell_1760,-0.07468898154003245,0.023281106453169467,-0.12295627421107469,-0.032559546719245755,0.0013359779116984456,**
bell_1770,-0.057165570006481925,0.031628243597577106,-0.12598448048692487,-0.0021367505970464316,0.07069657176446376,.
bell_1780,-0.039642158472930955,0.04359076127861167,-0.12912123092079644,0.03669525907153056,0.3631303043046884,
bell_1790,-0.02211874693938043,0.05693360997712611,-0.1349356914146831,0.07821794402181818,0.6976455412142282,
bell_1800,-0.004595335405829459,0.07088152242724108,-0.14436586460865944,0.12029419731781264,0.9483083856589754,
car_1730,-0.10800667279382248,0.06998286209352747,-0.23924948721901665,0.029343915496277136,0.122750651196063,
car_1740,-0.1117249911994409,0.05301359454640769,-0.21422776816669897,-0.005787952157485036,0.0350761552971513,*
car_1750,-0.11544330960505944,0.039267103732936764,-0.1890543562402054,-0.035036074871430685,0.0032826553831616346,**
car_1760,-0.11916162801067798,0.03304532755668513,-0.18293515418578052,-0.049905763667527754,3.1094672605041433e-4,***
car_1770,-0.12287994641629651,0.03821918261811861,-0.19312746720998109,-0.044556189057754256,0.001303818255821156,**
car_1780,-0.12659826482191494,0.051459131119546433,-0.22276983350122026,-0.02311762535475778,0.01388708105002943,*
car_1790,-0.13031658322753348,0.06822024948703524,-0.2609882925128282,0.005471560859713006,0.05610319851694923,.
car_1800,-0.13403490163315201,0.08647882234097017,-0.30266972164181205,0.03909553865323479,0.12116170318455331,
chiam_1730,-0.15326462504001226,0.05561323080043422,-0.2617174563761902,-0.048136034100726574,0.005853049518917505,**
chiam_1740,-0.17007196979674077,0.04194401601519833,-0.25175342838887776,-0.08979745267195319,5.01906579893151e-5,***
chiam_1750,-0.18687931455346973,0.032076066073877564,-0.24885052960474416,-0.12659243503574746,5.672760590782244e-9,***
chiam_1760,-0.20368665931019825,0.030025856289871266,-0.26275810802730015,-0.1448501859465179,1.171294724164043e-11,***
chiam_1770,-0.2204940040669272,0.03711245846041384,-0.29586368838950083,-0.1513162334509474,2.8287498032518386e-9,***
chiam_1780,-0.23730134882365572,0.049560282443541236,-0.33504774402662935,-0.1402647009554199,1.683379594365372e-6,***
chiam_1790,-0.2541086935803847,0.06432894461020573,-0.38198237248956557,-0.12422896366319051,7.810368650440361e-5,***
chiam_1800,-0.2709160383371132,0.08014554965382638,-0.42716368551196626,-0.10819026553570642,7.240662914174002e-4,***
cigl_1730,-0.19712617962057066,0.0517409195191385,-0.29641151187976394,-0.09502547772953436,1.3903985412970108e-4,***
cigl_1740,-0.19265473407010003,0.04020538147584392,-0.26845831745783044,-0.1118806931522842,1.6532059220611424e-6,***
cigl_1750,-0.1881832885196294,0.03101124715257515,-0.2458570383531525,-0.12532662921537213,1.2932999180735947e-9,***
cigl_1760,-0.18371184296915877,0.02669825843956621,-0.23816780766532075,-0.1305943647989749,5.941624550546389e-12,***
cigl_1770,-0.17924039741868814,0.02949188635644447,-0.23702367809653388,-0.12327620357959142,1.2198148057795767e-9,***
cigl_1780,-0.1747689518682174,0.03784997386293421,-0.24847730812151597,-0.10045203282910323,3.885539623303302e-6,***
